Company,Growth Margin,Operating Margin,ROE,Forward P/E,PEG,Revenue TTM Growth,FCF Margin,Debt/Equity,Current Ratio,R&D Intensity,Investment Ratio,Growth,Profitability,Valuation,Safety,Stability Score (Rev- Var),Moat Score (G.Margin- Var),R&D Score,Investment Score,Score
"Neurocrine Biosciences, Inc.",91.449,30.104,14.957999999999998,22.228662,0.0,19.822291480054737,17.975509432178146,0.16297368518724714,3.2013545670876806,33.98226091085192,6.687668505726464,0.2117470211436391,0.5253125786014846,0.5701637811487495,0.9185131574063764,1.0,1.0,1.0,1.0,54.7
"Meta Platforms, Inc.",81.96600000000001,43.019,40.647998,26.342688,1.9849,18.650138952372473,24.856448009859914,0.25406264417901264,1.9732743600053613,27.517473201942767,47.930908917305786,0.19500198503389246,0.8989620667488326,0.48820704545454546,0.6162872679118341,0.4333662178170198,1.0,1.0,0.2682020240598715,53.2
SK hynix Inc.,53.907000000000004,46.558,39.278,8.135577,0.7065,29.397982211080535,18.58925882612004,0.2796966066608851,1.7849648110178624,7.635639553555469,82.33596186474509,0.3485426030154362,0.7231188235510004,0.9486549999999999,0.556392899424023,0.0,0.5072925405434664,0.15503762079738054,0.0,53.1
Microsoft Corporation,68.824,44.901,33.280998000000004,35.167892,2.2593,16.39521811053749,27.108354339764517,0.17639506345366093,1.3534464445042416,11.712670953160679,44.4406907569785,0.16278883015053555,0.8676196028313711,0.2603523333333333,0.5001640793992299,0.9248820478962695,1.0,0.3948629972447458,0.34576242762270004,52.8
Legend Biotech Corporation,12.29,-8.579001,-29.648999999999997,-48.134327,0.0,58.38400363704186,-30.539548498110946,0.3745991218099946,4.707942534710451,83.83883234293396,,0.5,0.0,1.0,0.8127004390950027,0.9681330128071018,0.5198552995233734,1.0,0.5,52.3
Vertex Pharmaceuticals Incorporated,52.541000000000004,38.931,22.771,22.370272,0.0,12.43692535190023,28.95954500735261,0.08892951546979982,2.519790257104195,66.07549218125286,8.148767657888754,0.10624179074143186,0.6100212083946052,0.5058688872303984,0.8354828065411488,1.0,1.0,1.0,1.0,52.1
Iridium Communications Inc.,71.29900500000001,30.883,22.589001,18.375,0.4285,8.685256623453485,37.483629790828594,3.8199149097895972,2.5086775033148356,2.8157975134898647,21.10090606948109,0.052646523192192644,0.7372666750000001,0.8781215909090909,0.3771693758287089,0.7660861394987117,1.0,0.0,0.8644243095670868,51.4
Iridium Communications Inc.,71.29900500000001,30.883,22.589001,18.375,0.4285,8.685256623453485,37.483629790828594,3.8199149097895972,2.5086775033148356,2.8157975134898647,21.10090606948109,0.052646523192192644,0.7372666750000001,0.8781215909090909,0.3771693758287089,0.7660861394987117,1.0,0.0,0.8644243095670868,51.4
Bharti Airtel Limited,65.81700000000001,31.080999999999996,29.464000000000002,30.814453,0.0,24.13789245259571,43.42082990903211,1.69853312128937,0.4239760962333093,0.0,48.36865487986523,0.27339846360851017,0.7613500000000001,0.5631058470774772,0.0,0.9037986817674647,1.0,0.0,0.25847433600299485,51.2
"Lantheus Holdings, Inc.",63.748000000000005,23.268999,24.709999999999997,8.0072155,0.0,13.160040901856854,27.257264153381865,0.527513685063975,4.290177487755773,11.531878675044961,11.587144946409776,0.11657201288366935,0.5748688596115156,0.9655617997000683,0.7362431574680125,0.490215194010703,0.7753349438810387,0.38422815735558596,1.0,50.4
Cholamandalam Investment and Finance Company Limited,99.908996,52.505,0.0,21.611376,0.0,28.387235629299674,0.0,7.418860950901803,1.0,0.0,,0.33410336613285246,0.5,0.7961223272727272,0.0,1.0,0.5,0.0,0.5,50.0
"BridgeBio Pharma, Inc.",96.194,-120.719,0.0,-20.70915,0.0,3514.032822789503,-189.0540565669338,0.0,5.187695474655111,704.666507558292,,0.5,0.25,1.0,1.0,0.0,0.45630630044609294,1.0,0.5,49.5
TransDigm Group Incorporated,59.755002999999995,46.804002,0.0,30.04002,3.7488,12.019418450331258,20.92517132802371,0.0,3.1275440976933515,0.0,9.59002636925604,0.1002774064333037,0.5473347860668643,0.3271163636363637,1.0,1.0,0.9958322121935191,0.0,1.0,49.3
TTY Biopharm Company Limited,58.006,26.878,24.746001,15.711463,0.0,9.733892419813317,23.316245481544314,0.36104953297480896,1.7667572625036376,3.9273129415765147,9.845889837676005,0.06762703456876168,0.5245520540128692,0.8117573225313346,0.511164549138505,1.0,0.9428722427719239,0.0,1.0,49.1
MDA Space Ltd.,28.235,11.68,9.639000000000001,28.653465,0.0,47.37666996679977,39.26685217786359,0.30499883022693597,0.8645106250969443,2.922600543622006,113.21933746709502,0.5,0.25,0.6202997727272728,0.347500584886532,1.0,0.7276351058920351,0.0,0.0,49.0
"Cadence Design Systems, Inc.",85.545,33.819,21.736,49.06423,3.0796,18.915679409160262,30.711992789771784,0.4949817618482073,2.8214898784884053,33.49169874109688,8.339940942373953,0.19879542013086088,0.7188916065814315,0.0,0.7078815886979977,1.0,1.0,1.0,1.0,49.0
NATCO Pharma Limited,83.107,38.633,0.0,19.892174,0.0,7.960103923426818,0.0,0.03672932825029578,5.585585585585585,0.9476452069224397,29.605480356553315,0.0422871989060974,0.4469416666666667,0.8350362755241744,0.9816353358748522,0.7581829216277892,0.9036311957433775,0.0,0.6754337698543708,48.8
Broadcom Inc.,77.185,31.765,27.083000000000002,61.01621,0.5503,22.440656725274717,42.458711511008076,0.8765233292847687,1.4965277777777777,16.70294390009528,2.1579468815341825,0.24915223893249597,0.7820666666666667,0.495976,0.18587027980206006,0.6224392793632161,0.9949630048930326,0.6884084647114871,1.0,48.7
Alphabet Inc.,58.943003000000004,32.429,34.829,31.41518,1.6714,12.879363668736021,15.504575414346963,0.09798135105644282,1.9037452754552744,14.259119133187175,45.38947958553531,0.11256233812480029,0.5975464867862247,0.397143606060606,0.6769456433355971,1.0,1.0,0.5446540666580691,0.3246782314325486,48.4
"Daiichi Sankyo Company, Limited",78.53700500000001,20.378,17.934998999999998,25.557259,8.2031,21.7614309660193,0.0,0.06241899796478537,2.5322970377914995,24.209550098436836,128.31405478139055,0.23944901380027572,0.3609416583333333,0.4618744848484849,0.8518647604654822,1.0,0.3637553887778198,1.0,0.0,48.2
BeOne Medicines AG,83.509004,6.682,-4.978,-135.21739,0.0,43.478197450883606,5.073063121320433,0.27202806012505054,1.950470102546025,55.324604938656904,71.14173621213952,0.5,0.25060885934433696,0.5,0.601603495573981,0.7964000866709929,1.0,1.0,0.0,47.6
"Ouster, Inc.",42.321998,-76.527,-46.959,-15.848041,0.0,35.605024803541475,-11.471697650688983,0.07987042658788507,3.173516565215371,66.3301716314063,,0.4372146400505925,0.019349983333333338,1.0,0.9600647867060574,0.5600350809912125,0.40898882159061706,1.0,0.5,47.5
Kongsberg Gruppen ASA,60.136,12.815999999999999,38.202998,7.007554,2.9447,19.359251026850746,15.357237794252296,0.2893948472139005,1.0576071518088395,0.0,24.683313457222532,0.20513215752643923,0.48913529828543584,0.5630364999999999,0.3697043643452596,1.0,1.0,0.0,0.7848152565061659,46.7
Waaree Energies Limited,32.509997,19.233998999999997,33.703,22.61788,0.0,57.970947197620674,1.419374573391778,0.15743628154274622,1.4974516681955898,0.0,78.83369572417276,0.5,0.232808325,0.6214733666560125,0.5456447762775243,0.6745143964550973,0.24815132064147605,0.0,0.0,46.6
Immunocore Holdings plc,92.316,-15.184000000000001,-5.434,-18.82456,0.0,52.17862777840071,9.528654847692305,1.1235144061099513,5.893166664706782,66.55781550313057,41.338957601421015,0.5,0.2877387903974359,1.0,0.5,0.1331591222584857,1.0,1.0,0.41468983107953306,46.4
"MongoDB, Inc.",72.328,-11.0410005,-3.6519999999999997,107.265434,0.0,26.166031389611263,12.339476638822193,0.012145537133525475,5.697040011140903,29.91155459817034,11.506749292707317,0.3023718769944466,0.3111623053235183,0.3,0.9939272314332372,0.8922319509825718,1.0,1.0,1.0,46.4
"CrowdStrike Holdings, Inc.",74.163,-6.381,-8.9209996,126.154564,4.1228,26.789559253903327,24.25654374319063,0.21575646581556054,1.8798822073351136,28.456846716764307,24.49833390887826,0.3112794179129047,0.4104711978599219,0.3,0.6120923189259981,0.9813351791591425,1.0,1.0,0.7889259131360387,46.3
"HubSpot, Inc.",84.553003,-2.971,-0.64999997,52.31325,0.4152,21.50570458161857,17.1206722379878,0.13584716346675343,1.7947349443280511,29.55955273273898,25.78393712102069,0.23579577973740815,0.35100560198323166,0.5,0.6307601543486361,1.0,1.0,1.0,0.7603569528662069,45.7
Amgen Inc.,69.35900000000001,32.727000000000004,99.139,14.126754,0.9577,9.229807930518234,25.840752293995767,7.566505115778137,1.305626098847431,18.004306185568417,11.093036893055531,0.060425827578831914,0.8160562691166315,0.8471854545454545,0.07640652471185777,0.43679636916695075,0.9142219082401927,0.7649591873863775,1.0,45.6
Eli Lilly and Company,82.638,45.805,86.291003,37.268314,0.8974,31.37047976239962,0.9527717191785259,2.1837694071548577,1.2776557602659155,23.232818456701967,98.91174016609952,0.3767211394628517,0.75,0.2853547575757577,0.06941394006647889,0.49960896890659856,1.0,1.0,0.0,45.4
Eli Lilly and Company,82.638,45.805,86.291003,37.268314,0.8974,31.37047976239962,0.9527717191785259,2.1837694071548577,1.2776557602659155,23.232818456701967,98.91174016609952,0.3767211394628517,0.75,0.2853547575757577,0.06941394006647889,0.49960896890659856,1.0,1.0,0.0,45.4
Novartis AG,76.247,31.933,32.617000000000004,16.0,1.3753,12.348089807754707,30.242291376021413,0.7773490532332976,0.8179037648987829,19.584211166482113,19.121105680615884,0.10497271153935296,0.7899357614668451,0.8377824393939394,0.11132547338335119,0.3432705398191782,1.0,0.8578947744989478,0.9084198737640915,45.2
Novartis AG,76.247,31.933,32.617000000000004,14.561758,1.3644,12.348089807754707,30.242291376021413,0.7773490532332976,0.8179037648987829,19.584211166482113,19.121105680615884,0.10497271153935296,0.7899357614668451,0.8376209848484849,0.11132547338335119,0.3432705398191782,1.0,0.8578947744989478,0.9084198737640915,45.2
Ajanta Pharma Limited,76.052004,25.733,0.0,24.844885,0.0,13.17921264721448,0.0,0.012510916051278399,2.85416122879229,0.0,22.028506141823737,0.11684589496020686,0.33944166666666664,0.4535445455160564,0.9572848491724333,1.0,0.9995585701990837,0.0,0.8438109746261392,45.0
"Palo Alto Networks, Inc.",73.414004,13.528,17.452998,30.315279,1.8668,16.723937901022293,33.39629338539158,0.043223761566382086,0.9417626439659489,21.793919425030012,6.217980581696491,0.16748482715746132,0.5487440948782631,0.31315177272727274,0.47838811921680896,1.0,1.0,0.9878776132370595,1.0,44.9
"Salesforce, Inc.",77.64900300000001,22.820999,11.201999,23.059298,1.1333,10.640702849379789,30.764763020598636,0.18322788938168535,1.1242233268240724,14.600213165260325,5.729539379180232,0.08058146927685413,0.5398980085049886,0.5932333787878789,0.43944188701517545,0.9229609277433294,1.0,0.5647184214859015,1.0,44.8
Ipsen S.A.,83.321,26.173002,10.885999,12.0730505,0.7336,9.151402316041546,0.0,0.20552836300867797,1.983716340053574,17.348673156285347,26.03458925262508,0.059305747372022086,0.350491675,0.9649426742424242,0.6431649035090545,0.7863141117703432,1.0,0.7263925386050204,0.7547869054972205,44.7
"Merck & Co., Inc.",77.411,37.473,35.421002,9.178723,0.8012,1.5586885148793646,17.22463161632301,0.7225930234931521,1.423551100357184,30.09242804785911,21.291275133422864,0.0,0.7509886134693584,0.9439664999999999,0.2445912633427199,0.3683215688879482,1.0,1.0,0.8601938859239363,44.4
Zen Technologies Limited,67.024004,34.012002,15.867999999999999,31.066715,0.0,15.730959658099358,0.0,0.045689401725885696,6.574504059095645,0.0,117.95575678834491,0.1532994236871337,0.4325333833333334,0.2231303468629635,0.9771552991370571,0.9055109080283941,0.6012970991122661,0.0,0.0,44.4
Zen Technologies Limited,67.024004,34.012002,15.867999999999999,31.046244,0.0,15.730959658099358,0.0,0.045689401725885696,6.574504059095645,0.0,117.95575678834491,0.1532994236871337,0.4325333833333334,0.22344051352963012,0.9771552991370571,0.9055109080283941,0.6012970991122661,0.0,0.0,44.4
"Ambarella, Inc.",59.818000000000005,-23.021999,-15.769,-470.44443,0.0,33.42895992362425,9.305290208380365,0.0059703045861375145,2.730399707802004,70.51844126174629,30.794110192159305,0.4061279989089178,0.20102741840316976,1.0,0.9296147746574321,0.0,1.0,1.0,0.649019773507571,44.4
AbbVie Inc.,71.245,37.522,112.85399000000001,18.81286,0.4252,4.675859225941211,28.997506575127236,0.0,0.7358110996554933,20.52874765350802,4.810489341187088,0.0,0.8876625547927269,0.7637123484848485,0.5,0.0,0.99237319371583,0.9134557443240012,1.0,44.1
Bio-Techne Corporation,66.504997,36.296,3.681,27.835615,0.8316,3.4825343185356163,21.807085927083904,0.23142388399464667,3.459217851679566,8.173967360746632,12.057846530188819,0.0,0.5384006910590325,0.4399634393939394,0.8842880580026766,0.8274583115413304,1.0,0.1867039623968607,1.0,44.1
"Alnylam Pharmaceuticals, Inc.",83.64200000000001,-2.094,-2.5782502,-368.4918,0.0,23.66171299600345,0.12032768615297809,5.176019888982445,2.801020412085357,51.99198764117063,59.72867621644456,0.2665958999429064,0.25,1.0,0.4502551030213392,0.6196720063032415,1.0,1.0,0.0060294174123430855,44.0
Zai Lab Limited,8.7299995,-49.915,-28.413,-13.361257,0.0,18.703497637177236,-50.12511877485474,0.24174755442161835,3.11933297335453,66.72966999173714,,0.1957642519596748,0.0,1.0,0.8791262227891908,0.9525356342516274,1.0,1.0,0.5,43.8
Biogen Inc.,76.298,34.61,9.1309994,8.980192,0.0,3.8892260041474485,13.340884428638189,0.37397073834637634,2.5026541445487953,20.167123457628776,14.199527088020861,0.0,0.4829240369053182,0.8173048158282211,0.6886781669640106,0.6512272814429476,1.0,0.8921837328016927,1.0,43.5
Biogen Inc.,76.298,34.61,9.1309994,8.980192,0.0,3.8892260041474485,13.340884428638189,0.37397073834637634,2.5026541445487953,20.167123457628776,14.199527088020861,0.0,0.4829240369053182,0.8173048158282211,0.6886781669640106,0.6512272814429476,1.0,0.8921837328016927,1.0,43.5
"Hanwha Aerospace Co., Ltd.",22.942999999999998,13.699000999999999,34.315,21.28441,0.0,127.18960448837697,10.296284115552961,1.91350858553253,0.9200779943225389,1.0834356514646248,38.38342246602617,0.5,0.2467607009629413,0.7076896212121211,0.0,0.7795127712683638,0.462441760800522,0.0,0.48036838964386297,43.2
"Hanwha Aerospace Co., Ltd.",22.942999999999998,13.699000999999999,34.315,21.28441,0.0,127.18960448837697,10.296284115552961,1.91350858553253,0.9200779943225389,1.0834356514646248,38.38342246602617,0.5,0.2467607009629413,0.7076896212121211,0.0,0.7795127712683638,0.462441760800522,0.0,0.48036838964386297,43.2
Johnson & Johnson,68.355006,30.200001999999998,33.619,17.834906,1.0724,5.270754421638136,15.517483191767253,0.6468594293578683,1.0058693244739756,18.60236309118332,26.7554230413169,0.0038679203091162304,0.6474290932647272,0.7517753333333334,0.17803761643955973,0.755565254187465,1.0,0.8001390053637247,0.7387683768596245,42.8
"ServiceNow, Inc.",78.519,12.068,16.951,55.96886,1.7172,22.581877981023435,31.233987352035026,0.2203622392974753,1.0918187168922895,22.97863802441108,19.471346952333917,0.25116968544319196,0.5265415612669586,0.102624,0.4127735595743347,1.0,1.0,1.0,0.9006367343925796,42.8
"Quálitas Controladora, S.A.B. de C.V.",18.059,13.419,26.823999999999998,0.0,0.0,15.652887393789754,7.124417512031929,0.02451,2.043,0.0,17.954463076372313,0.15218410562556792,0.15790347926693274,1.0,0.748495,0.7258436983109688,0.5,0.0,0.9343452649695041,42.7
"WuXi AppTec Co., Ltd.",47.619,42.281,26.358998,27.44361,0.0,20.15480707927995,24.578062778302026,0.12545299836123971,2.0755839342178026,2.9091295908145263,41.20859936448215,0.2164972439897136,0.5903088398191836,0.656257065363075,0.7061694843738309,0.0,0.9637977950787566,0.0,0.4175866807892856,42.5
"Recursion Pharmaceuticals, Inc.",0.0,-9.16751,-86.344004,-3.265896,0.0,46.887819915062735,-657.9560171827916,0.09582264406307595,3.5796763927670003,615.845932789603,,0.5,0.0,1.0,0.9520886779684621,0.08246720300766142,0.0,1.0,0.5,42.5
Hyundai Rotem Company,22.837,18.156,26.756999999999998,23.894474,0.0,25.184884883600546,18.862454924317046,0.041356846757152635,1.3148678178439912,0.773992625619385,17.81338198060958,0.28835549833715063,0.2814621243693087,0.44763667107040517,0.5580385310824214,0.9132608825273022,0.33821842782374995,0.0,0.9374804004308982,42.4
Zydus Lifesciences Limited,71.44200000000001,27.279999999999998,0.0,23.836092,0.0,9.379766251144126,0.0,0.13414547595092075,1.8852968501150238,0.24627061628442312,28.36404592810437,0.06256808930205894,0.35233333333333333,0.6016592027187324,0.6542514745532956,1.0,0.9583657713642626,0.0,0.7030212015976807,42.3
Zydus Lifesciences Limited,71.44200000000001,27.279999999999998,0.0,23.817904,0.0,9.379766251144126,0.0,0.13414547595092075,1.8852968501150238,0.24627061628442312,28.36404592810437,0.06256808930205894,0.35233333333333333,0.6019347784763083,0.6542514745532956,1.0,0.9583657713642626,0.0,0.7030212015976807,42.3
Dr. Reddy's Laboratories Limited,56.431997,18.445998,17.36,3.4732301,3.1447,12.4414462613259,5.588744578490197,0.13895943255279825,1.892812309332286,8.193189581113753,68.88469807963837,0.10630637516179858,0.2318894964874183,0.7349874999999999,0.6537233610566724,1.0,1.0,0.18783468124198546,0.0,42.0
DroneShield Limited,67.622,1.745,2.221,127.666664,0.0,76.48098680752817,0.0,0.02922779191686431,11.421729601552114,32.57899934695158,,0.5,0.23018333333333332,0.3,0.9853861040415679,0.2796950044246599,1.0,1.0,0.5,41.9
DroneShield Limited,67.622,1.745,2.221,127.666664,0.0,76.48098680752817,0.0,0.02922779191686431,11.421729601552114,32.57899934695158,,0.5,0.23018333333333332,0.3,0.9853861040415679,0.2796950044246599,1.0,1.0,0.5,41.9
Alkermes plc,86.041,22.599000999999998,22.347,15.333333,0.0,1.481184765943906,33.584255779078575,0.04473637558907388,3.232037188563568,18.083751455083046,9.121193813597774,0.0,0.6544188064923214,0.6942699545454546,0.977631812205463,0.0,1.0,0.7696324385342969,1.0,41.8
Sanofi,72.003996,28.732002,8.834999999999999,10.311741,0.773,-2.7157802284964756,5.215162655864538,0.3183207633413324,1.273856636498159,17.313794533579255,8.498732696432054,0.0,0.3662263721322045,0.97661,0.40930377745387353,0.8550962889411986,1.0,0.7243408549164267,1.0,41.7
"Okta, Inc.",76.90899399999999,5.632000000000001,2.6069999999999998,30.313793,0.4712,16.73147692129843,29.750178443968593,0.1391767841279242,1.3471854930109557,24.63107570041155,2.6371995896834703,0.16759252744712044,0.4562514870330716,0.42251828787878787,0.5172079811887769,0.7993873163573224,1.0,1.0,1.0,41.7
"Crinetics Pharmaceuticals, Inc.",0.0,-125.22987,-36.941,-11.212435,0.0,110.5109591934142,-15709.909736892643,0.042624747551484134,17.797298087607462,17338.777756587504,,0.5,0.0,1.0,0.9786876262242579,0.0,0.5,1.0,0.5,41.7
Sanofi,72.003996,28.732002,8.834999999999999,10.311741,0.773,-2.7157802284964756,5.215162655864538,0.3183207633413324,1.273856636498159,17.313794533579255,8.498732696432054,0.0,0.3662263721322045,0.97661,0.40930377745387353,0.8550962889411986,1.0,0.7243408549164267,1.0,41.7
AstraZeneca PLC,82.26400000000001,24.120001,19.670999000000002,14.9981785,0.9658,12.13602433718798,14.099718893327415,0.7343411078065252,0.8629234255725191,25.063078513484996,38.16865463923499,0.10194320481697114,0.48242265744439516,0.891971553030303,0.1328294460967374,0.7069014011400041,0.9056085217524309,1.0,0.48514100801700033,41.7
Sanofi,72.003996,28.732002,8.834999999999999,10.311741,0.773,-2.7157802284964756,5.215162655864538,0.3183207633413324,1.273856636498159,17.313794533579255,8.498732696432054,0.0,0.3662263721322045,0.97661,0.40930377745387353,0.8550962889411986,1.0,0.7243408549164267,1.0,41.7
CureVac N.V.,94.84700000000001,-49.59438,40.22,-12.181819,0.0,-42.00057021667472,-16.513885982819946,0.06144956997921097,6.171557528889411,56.50635075146606,8.154341901216695,0.0,0.5,1.0,0.9692752150103945,0.0,0.0,1.0,1.0,41.6
"Confluent, Inc.",74.144,-27.908,-29.619,67.200005,0.3402,24.72176017837869,0.4653168769628369,1.04145000267941,3.983680169170172,43.31860170872472,64.15431320682721,0.28173943111969557,0.25,0.5,0.5,0.9292070223443062,0.9794349876660446,1.0,0.0,41.5
"Schrödinger, Inc.",58.483005,-96.611,-44.397998,-8.283401,0.0,15.357417846607035,19.97710022588101,0.33339846939965934,3.2997258761371007,80.7976640000185,11.365289496654059,0.1479631120943862,0.2788342102156751,1.0,0.8333007653001703,0.2831803803111438,0.40564418572432037,1.0,1.0,41.5
ASML Holding N.V.,52.711,32.841998,53.852004,40.279022,1.9205,20.729280730675875,22.77724850658005,0.20994766775266485,1.4348141383755908,13.077439247839973,20.604727464374534,0.22470401043822677,0.6527520542215004,0.15788996969696972,0.5037297007175653,0.5034088477918732,1.0,0.47514348516705723,0.8754505007916771,41.3
Elastic N.V.,75.288004,-2.243,-9.648,47.778378,0.0,19.61886109870624,22.33451930307952,0.6116923146611541,2.0851286560029663,25.49509208340073,1.6314246295633117,0.20884087283866057,0.3944543275256627,0.3,0.4654360066701645,1.0,1.0,1.0,1.0,41.2
QUALCOMM Incorporated,55.681000000000004,26.647,44.615,14.493868,1.9381,8.772082930257477,26.259735689347004,0.543496637142122,3.193974358974359,21.12012240500136,9.604458751761445,0.05388689900367825,0.654897797411225,0.7455036212121212,0.728251681428939,0.0,1.0,0.9482424944118447,1.0,41.2
QUALCOMM Incorporated,55.681000000000004,26.647,44.615,14.493868,1.9381,8.772082930257477,26.259735689347004,0.543496637142122,3.193974358974359,21.12012240500136,9.604458751761445,0.05388689900367825,0.654897797411225,0.7455036212121212,0.728251681428939,0.0,1.0,0.9482424944118447,1.0,41.2
"Intellia Therapeutics, Inc.",0.0,-7.7217298,-56.952000000000005,-2.2259529,0.0,79.48972658432312,-781.0520745131245,0.14343276174231567,5.193195740269531,871.3614336305193,,0.5,0.0,1.0,0.9282836191288422,0.0,0.5,1.0,0.5,41.1
American Rare Earths Limited,0.0,117.272736,-20.47,0.0,0.0,,0.0,0.006073331111737987,8.909132229333423,,,0.0,0.25,1.0,0.996963334444131,0.5,0.5,0.0,0.5,41.0
American Rare Earths Limited,0.0,117.272736,-20.47,0.0,0.0,,0.0,0.006073331111737987,8.909132229333423,,,0.0,0.25,1.0,0.996963334444131,0.5,0.5,0.0,0.5,41.0
Peak Rare Earths Limited,0.0,77.46888,-18.114,-22.0,0.0,,0.0,0.010805368995034094,5.276405100876655,,,0.0,0.25,1.0,0.994597315502483,0.5,0.5,0.0,0.5,40.9
"Zscaler, Inc.",76.986,-3.6159999999999997,-2.6989998,90.46068,4.1905,25.36359704084753,23.772740553766255,0.9985010612619653,2.0144335862819194,24.60103376758653,25.27217253687325,0.29090852915496473,0.4064395046147188,0.3,0.2543578659394972,0.9542760468282537,1.0,1.0,0.7717294991805945,40.9
"Kura Oncology, Inc.",-137.88699,-4.75314,-51.11,-3.9101121,0.0,,74.07665142348586,0.06374432870900794,6.158909810215164,273.44092923832704,0.3514074912334254,0.0,0.25,1.0,0.9681278356454961,0.5,0.5,1.0,1.0,40.6
Adani Green Energy Limited,88.827,58.809999999999995,8.9779995,43.5464,0.0,34.12870162266552,0.0,6.5947103897173935,0.5104808147797253,0.0,204.49889796447556,0.4161243088952217,0.5,0.20727439852382204,0.0,0.7542188537070356,0.8274884628197172,0.0,0.0,40.4
KLA Corporation,60.91,42.578998,100.77499999999999,37.002132,2.3011,19.419788849151267,31.281258404624847,1.297462542512413,2.618532990519593,11.491287273756743,8.349335103315603,0.20599698355930382,0.8730854700385403,0.17709181818181813,0.4046332476298983,0.01242129463265984,1.0,0.38184042786804373,1.0,40.0
ACADIA Pharmaceuticals Inc.,60.217,12.2370005,33.181,27.731707,0.0,14.199659968376196,6.330901820510618,0.06845237371440523,2.9105549899401257,37.22586400186796,120.06162206318334,0.13142371383394566,0.3727408485042551,0.2977593736287651,0.9434125606278287,0.6983374391195173,1.0,1.0,0.0,40.0
argenx SE,52.153000000000006,21.076,24.723,84.66048,1.3634,88.10466458304863,0.0,0.0070790281494391505,5.595274612632258,54.49745274771352,,0.5,0.2746,0.13092800000000002,0.9964604859252804,0.20864594233020362,0.9985552124465578,1.0,0.5,39.9
